"product_id","product_name_lenght","product_description_lenght","product_photos_qty","product_weight_g","product_length_cm","product_height_cm","product_width_cm","product_category_name"
"b301f133a68b93a9a9a3db2987c1be36",57,169,2,300,21,4,18,"computers_accessories"
"587d1beacdb18e5c1f36147edcec3053",58,1650,6,200,16,5,12,"computers_accessories"
"a638c3e5a768a4bdec5ef22363011a49",55,340,1,217,16,16,11,"computers_accessories"
"55cee47e392df16fee82018edeb545c5",25,1053,1,250,19,5,13,"computers_accessories"
"b398ce5510b751df72933e4737aa9b51",60,308,1,2650,28,44,18,"computers_accessories"
"87ceed33e1f7fe39fa06b69c9fdf9e53",43,608,2,50,23,12,19,"computers_accessories"
"1706d1bb420e7ef2404270b38e937fbc",39,95,1,1000,30,20,30,"computers_accessories"
"d7b6379f142a6f28f8fc5af7b33d4b70",46,339,1,850,33,15,15,"computers_accessories"
"0e6e319f54e663147c771705ab5dec67",34,323,1,500,20,7,16,"computers_accessories"
"afe91b92e9fcb77e66f33901b67c5cf5",57,1391,2,400,18,12,15,"computers_accessories"
"b516bcd976124fe39effaa262a2d295c",44,648,3,217,35,7,29,"computers_accessories"
"eb46bd8f6499638557d2daf6874d14db",38,455,1,850,26,18,20,"computers_accessories"
"130482add9fd75ccb6c57ba007694a2d",55,60,1,2800,40,15,40,"computers_accessories"
"f9d151cf2fc10d41cce64b782856320f",54,454,3,75,17,6,58,"computers_accessories"
"fc1449f3ffc59fd2eb9640505aea0581",46,345,1,1400,26,13,35,"computers_accessories"
"d712f3d74faee06c405c93b0b64b8778",60,362,2,100,16,16,11,"computers_accessories"
"08a58dc963320d6073623382b9ceb920",56,2590,5,400,17,7,13,"computers_accessories"
"0e5955fbbb16c3f92127ac470386ea88",21,173,1,1217,21,15,11,"computers_accessories"
"6783ec139a64b31273469591b7e09e16",60,540,1,200,20,13,13,"computers_accessories"
"72ef2864978e354bc54f72073b13f17d",56,688,3,500,20,20,20,"computers_accessories"
"c475e0af586d200a52fcfa1dee11d1b2",58,223,1,100,40,2,24,"computers_accessories"
"6fd226a10216de446ea64b67ebc6d8cc",58,423,3,300,20,20,20,"computers_accessories"
"aecdd1c18af2379312e946f33280fe25",47,207,1,100,16,8,12,"computers_accessories"
"44a064a339782c3cdd7e457b169ef0b0",60,254,1,875,33,15,15,"computers_accessories"
"cbff74049dbad803004f05ba4197e540",58,2426,4,175,16,2,11,"computers_accessories"
"809bc73ee4f939dfc94b7402962fb531",59,678,2,483,22,15,12,"computers_accessories"
"f4a2e2f1cf569d9cee134511bdd0f969",60,171,1,350,16,8,11,"computers_accessories"
"9111d9c5a15a527389c6ba216623b7b4",59,465,2,100,37,6,12,"computers_accessories"
"5bc5205ae68bc0e9997e05fa59b06194",54,365,1,825,30,15,15,"computers_accessories"
"c4fc41aafff1435a44e93e06adc74bbf",56,431,2,100,16,8,11,"computers_accessories"
"6e79f7513adfd9ac67faa19f0d4ace53",40,449,1,350,27,5,20,"computers_accessories"
"115e606ac8059e4cfa1c6c3310fb365c",57,1525,4,285,17,10,13,"computers_accessories"
"dd676d49d051ea143257c1012bc1ee3c",23,746,1,350,16,16,11,"computers_accessories"
"8ec6aedf40e1175c5446134c40931706",54,1758,3,2425,17,8,11,"computers_accessories"
"a46875fb5b8d19ac3cff18deb9bae57e",40,478,1,820,26,13,23,"computers_accessories"
"3ce943997ff85cad84ec6770b35d6bcd",58,636,1,800,32,11,13,"computers_accessories"
"462ca84097e3116f8dc7642fb057b4b2",32,1078,2,200,39,2,30,"computers_accessories"
"47e544d0f04b42e19c0489b61fc6fa71",59,162,2,400,35,8,20,"computers_accessories"
"3894ee88e0f8f6ce2847a1f31e0ebb0e",51,883,2,900,32,27,40,"computers_accessories"
"d0349534ab9b46b98d13a53051310f24",37,288,1,300,30,7,20,"computers_accessories"
"7c7a6e88e5df5c4aa1d4526a833e59e7",58,3869,1,11750,40,26,42,"computers_accessories"
"17f1ae71c27aaad9cee4655e62a50189",52,708,5,200,16,2,11,"computers_accessories"
"53db18171eeeead5f0a7ea398054c298",58,1017,3,350,16,10,11,"computers_accessories"
"79be3804af052f5d6a473dfdeaa38f06",59,164,2,50,13,9,11,"computers_accessories"
"22dfa7d077d1088aba3095c67ee10a9a",58,141,1,200,42,9,25,"computers_accessories"
"9e05b007ff9fc11a8da4d97fcafcc7a7",60,181,2,200,25,8,11,"computers_accessories"
"d14fc36666bc80405693671778350124",39,716,1,163,17,13,12,"computers_accessories"
"49df65035f0bf74b730e3c124804ea7a",52,98,1,100,16,6,14,"computers_accessories"
"c3f6113d5b61bc95468432072b27e23d",64,676,1,300,36,9,11,"computers_accessories"
"4d8ac542663b1d53ccdae075bc2a15ed",54,228,2,300,27,10,16,"computers_accessories"
"68361925fcb61b3627e79dd95137ae7f",28,1064,1,253,14,12,12,"computers_accessories"
"d9545b3e8df3155bca5b302d0f7c3c1c",58,1672,2,4350,30,20,20,"computers_accessories"
"07810038e53a9f409577581bae23fa1a",53,177,5,150,16,3,17,"computers_accessories"
"7f5e70ec16684ce95216327ff5f8dae8",32,195,1,125,18,12,12,"computers_accessories"
"de81ca6ee18fb1d754027b7ae28f6003",44,714,1,400,26,14,12,"computers_accessories"
"2446edad7ab4cfedebb8728497ac4575",34,112,3,500,40,18,30,"computers_accessories"
"0aa186c65b07e61f5ac114182ab92a2b",40,202,1,850,16,20,15,"computers_accessories"
"389c2351d11b4f543c93ceb7e966315d",38,665,1,850,16,11,37,"computers_accessories"
"46434aefd24c5d19f7e7baebf97b796d",56,1243,1,6800,50,25,18,"computers_accessories"
"06f2166336faca73c644b11eaca22d06",60,635,1,600,16,13,13,"computers_accessories"
"1c9e034fdb330509dbe0f09e6a42f157",16,1598,1,100,16,5,14,"computers_accessories"
"656e0eca68dcecf6a31b8ececfabe3e8",45,236,1,173,18,13,12,"computers_accessories"
"472a528b441c91f23491342237364565",45,1969,2,3150,27,16,18,"computers_accessories"
"8700d9f84733dce4550659a27300c5e5",57,976,3,1350,30,5,22,"computers_accessories"
"65c61dcb0156cdde1a197f99b91488e2",58,274,4,500,30,8,30,"computers_accessories"
"6addacff5b9a648cf0760f3d943b99b0",43,460,2,250,16,5,11,"computers_accessories"
"42e3e1a52d783ace62d11a17c88c1324",52,826,1,800,26,13,25,"computers_accessories"
"83808703fc0706a22e264b9d75f04a2e",60,156,2,700,31,13,20,"computers_accessories"
"c5cb254d666e4420d56b5dc67ff59d29",55,92,1,50,16,3,11,"computers_accessories"
"b2e7c39bb137bb4b3651862c6b611468",42,721,2,100,36,9,20,"computers_accessories"
"17878434ca0082537806de545c2f0351",56,287,1,250,16,16,16,"computers_accessories"
"a1bf559ac1eab015ba992bd76d9d76c7",32,1074,2,200,39,2,30,"computers_accessories"
"dea0538113c6e4b96b4d34f5ad453075",59,569,1,5275,45,27,31,"computers_accessories"
"e4ae7159ae9fb57d158004d7435ea920",51,931,3,5690,30,23,25,"computers_accessories"
"3faabbe96a14a10e0ef007fc3ce38708",54,2052,2,400,16,16,16,"computers_accessories"
"f81353ef7f563e3a3a1ea413fb41cbeb",57,201,2,850,41,8,31,"computers_accessories"
"f636021ab0248325d2b69e3bcfc489bd",55,844,1,200,28,2,40,"computers_accessories"
"961d02e19e9ade3ba8aa028c87b0d8f7",57,1086,4,350,16,4,11,"computers_accessories"
"8b9c2788ed2e8153726d114f660bc6c2",46,1360,2,200,16,4,11,"computers_accessories"
"2a211896ec7ab72cedc7939e9ffb01b4",58,1306,1,700,23,20,17,"computers_accessories"
"de480e3ae31eea2d2d97d694c43172fc",48,535,4,150,16,5,11,"computers_accessories"
"084461b396a7e044af9229534fa03b51",63,601,5,1200,46,36,11,"computers_accessories"
"922ee69fced8c701d47470e02811d22a",53,812,4,400,16,6,11,"computers_accessories"
"e245d0b2b8c02f14e840abef856cc149",56,1654,4,525,19,10,17,"computers_accessories"
"c7849d509582f1b40fe3269fbecfb00d",54,225,2,900,20,20,20,"computers_accessories"
"59f05ef2066d40581892a96722e9c465",38,1353,1,963,25,18,18,"computers_accessories"
"b84ee1832bd494a163f0a8315efde95c",56,944,1,200,20,20,20,"computers_accessories"
"1ac8f5283525f67f04345f07c167ba80",45,165,1,850,36,21,21,"computers_accessories"
"d68bd4dedccc5545b1ff6629de8fb021",53,813,4,1950,17,11,12,"computers_accessories"
"ff469d5a015226354ab92a85c8c46537",57,411,1,933,32,22,15,"computers_accessories"
"b16cbe318e5c99bf0c0ffde3a92a5ff2",58,1031,1,233,15,11,14,"computers_accessories"
"88d4861333d5a570ffdfc395e90d929d",43,492,1,200,18,9,16,"computers_accessories"
"f1400c967582a8158aec676d0116b884",34,274,1,1000,34,15,15,"computers_accessories"
"4d7ccacbf7d2dd3e566cf5f149fb92e8",25,364,1,817,26,13,21,"computers_accessories"
"a5d722d3c7a01c224625d0881e630503",57,905,4,500,16,6,48,"computers_accessories"
"0c4d0a08f95c7b7dc5dc7402bfdafd4c",49,409,3,300,16,6,17,"computers_accessories"
"089526cae28a7fd487bfb3bab161d701",44,433,1,200,17,8,11,"computers_accessories"
"b6403b2cb9c29a988be655885b9c1812",19,971,2,800,20,26,12,"computers_accessories"
"28f61ad35fb219e9debd750a73b63985",55,191,2,100,40,2,24,"computers_accessories"
"ec3f8e78677c7e0395b155bc67417158",60,334,3,850,34,14,14,"computers_accessories"
"413226ab18680c5c2e79a753f2fccd24",59,1851,8,8900,105,12,52,"computers_accessories"
"e8e3b26a966bdd1260fe48e92972f670",42,285,1,250,16,11,11,"computers_accessories"
"ad4b5def91ac7c575dbdf65b5be311f4",55,665,1,250,39,9,11,"computers_accessories"
"51380ed201eef8cc5c744c5e0d49965b",60,687,1,500,17,16,12,"computers_accessories"
"8db563c3c19d3b3c0a21e2ed918c8618",57,545,1,800,16,12,37,"computers_accessories"
"2052b3c5e08893e567c2fb7778476c75",46,227,1,810,16,10,12,"computers_accessories"
"6a8745913f4b7d91d9c9bffc4e592025",50,2409,3,450,19,24,19,"computers_accessories"
"878a891a2694570ec7602c80e45d323a",60,1171,1,1510,34,23,19,"computers_accessories"
"a4758e74e2cdb74d0c4db83594ca14a3",60,386,1,1533,32,15,15,"computers_accessories"
"382132cf96c88a277a65226833af5f61",49,664,3,680,47,7,18,"computers_accessories"
"8b32eb3053c5c248a5e547f8a1bfb859",61,680,1,300,16,6,17,"computers_accessories"
"fe59a1e006df3ac42bf0ceb876d70969",60,2136,1,3407,28,22,23,"computers_accessories"
"9ebcdd5c31b8449a7c4f89971715add2",42,1110,2,275,19,5,16,"computers_accessories"
"0c4e43e25f781898363a83f9a7390ebb",47,1991,3,484,18,11,15,"computers_accessories"
"c4a75a5c2477e9b73590c227e72052b8",50,958,9,800,45,5,38,"musical_instruments"
"c4332b2ff3cde1b0c62f5b9c8ae84bdc",43,1283,5,1650,30,20,15,"musical_instruments"
"3eb6b55ec8635498193d4fc3d264e6a3",56,495,6,9550,66,20,45,"musical_instruments"
"d6c0cf7f61cc2a5daa3a86d91d00497e",59,967,4,500,27,7,22,"musical_instruments"
"30e94ff4a3c0019755fd01e2a9c35d4a",60,135,1,200,16,4,11,"musical_instruments"
"4241ea8d0ec9cd6574d86fd72d1dc2af",60,283,6,350,16,4,20,"musical_instruments"
"c3f538a01c95c92ddb8055bcfc6f4bd0",48,2756,3,350,17,7,11,"musical_instruments"
"cc82434eb4afd2f81d3c2525e54cbfce",53,493,6,400,22,8,11,"musical_instruments"
"78a727ba961fe7561d533e153bf04088",43,1516,7,9270,103,31,26,"musical_instruments"
"a5bbc554f75cf4afa2cd56791015ec27",60,1216,6,800,30,20,25,"musical_instruments"
"a518b1448de7b8fe202c6bebf15fe842",55,941,2,500,60,16,11,"musical_instruments"
"16ff579c7dd128062ca085e13094fbe0",53,731,2,125,17,3,12,"musical_instruments"
"5b276c5a1bbe9381dd336487c3b0dea1",57,968,8,1650,52,5,47,"musical_instruments"
"46ca9515def9ceb56e338c86ca765ba1",42,409,3,450,27,27,27,"musical_instruments"
"f24bb438da3185d5fd5a19e4d7433827",56,760,4,2900,47,9,47,"musical_instruments"
"fe06d596708c590bf178cdb82aa7d48d",64,569,5,850,26,4,22,"musical_instruments"
"4f1a7a45b6d43fa7e4958e013923d9e5",41,802,2,617,31,9,31,"musical_instruments"
"22052cf3cf96687b8469406f71bafb62",51,573,3,4700,40,24,29,"musical_instruments"
"d26fcc1c248f5f9f8340e6061bf1f2b5",63,999,10,1400,55,18,45,"musical_instruments"
"d38b4ba2e81db02dbcee8ded3880121c",59,938,3,500,56,11,20,"musical_instruments"
"738da8ddda2e593acfdc53c2d1520dfa",63,950,9,8350,105,12,45,"musical_instruments"
"c19965667589410161de452ee07d33af",42,568,1,1350,67,10,20,"musical_instruments"
"ac5b8f2f2dde997ff8819a6845ae15f0",56,1263,2,15100,45,20,100,"musical_instruments"
"2c1a4c9437bc5311d6ea858485992ca8",31,532,6,1300,36,10,26,"musical_instruments"
"8a9405a507847ccf7d53141b2b16909d",46,3360,6,1900,35,15,20,"musical_instruments"
"f092eaa771e3dca0bfeca32b5c9d5669",51,439,3,3350,30,30,30,"musical_instruments"
"bc93408e78c053eb887fb66c4453f5c1",21,1260,2,950,20,3,20,"musical_instruments"
"43dc48e22acc762c474367d2cead5d3c",59,233,1,350,30,20,30,"musical_instruments"
"2d9048864a2855dc2235f380db5c1ec1",56,250,1,150,18,3,15,"musical_instruments"
"d79868fbfc500d54ebab71dca6ebe5b2",43,553,2,2200,25,12,16,"musical_instruments"
"aec710f01b389f7277acf17f5fa20094",55,307,3,200,16,16,16,"musical_instruments"
"0b77c056067fc19c57c6518c8bdeed0e",50,187,2,425,27,9,23,"musical_instruments"
"e7248872169a7ab67e20c182aaf17976",60,327,1,5000,35,9,103,"musical_instruments"
"0c11029e1f747d21ae2f131082236d7d",56,437,4,5050,70,40,40,"musical_instruments"
"4f9172df8e9ae60aa90c14fb36afbcbb",37,214,1,1450,31,11,24,"musical_instruments"
"69d3ff4f45d52d69e4b06760e0e154e2",63,3893,1,1250,26,6,26,"musical_instruments"
"05ed196725fbeca4876c2181780d89bb",52,541,2,1400,30,30,30,"musical_instruments"
"521682cf03ee68298c76c63ebd8a2f0f",42,2115,2,125,16,3,12,"musical_instruments"
"253aede415ef331d1262ffc3a411224d",59,358,3,700,18,6,13,"musical_instruments"
"ba55945d930e34e802e5dd2e5cffdcc8",49,3407,5,2375,48,14,25,"musical_instruments"
"d35dccc8b673b41ed414984b463b17b4",58,579,1,200,40,5,11,"musical_instruments"
"08a60a2b8d7362c5da1b6bc61f7d1191",57,999,10,5400,50,17,38,"musical_instruments"
"4b232d5c1ec0ae0d9cc9529b97d75984",56,349,3,200,16,12,20,"musical_instruments"
"c5d5fed9e3002dc5313d874d7f9a0ff0",41,1741,3,6050,60,15,40,"musical_instruments"
"2d6540e715ca18c58c4aafd86c172aa1",60,3146,6,3050,50,20,20,"musical_instruments"
"3248ca0065f209c49450baf404c47795",50,148,1,500,25,5,12,"musical_instruments"
"9048cbd294fe0c1a3ec8c8248bc2cadd",63,927,9,7500,55,18,45,"musical_instruments"
"cdea4f41e1d54465e44bbe45a31fc69b",53,413,1,50,16,2,12,"musical_instruments"
"3f217ac180c743ff2e4b047d4f205d52",57,507,1,200,16,9,11,"musical_instruments"
"3c139df1bbfd2c48c110bc9ca5d8c133",55,814,2,9050,50,50,50,"musical_instruments"
"16c4e87b98a9370a9cbc3a4658a3f45b",53,1935,1,18000,105,30,40,"musical_instruments"
"860ad475cebc2e85e852042dad735be0",47,478,1,214,15,7,13,"musical_instruments"
"0ed3993c767ad11a9d285e1a6caa2eff",60,302,1,13900,40,40,40,"musical_instruments"
"11491792277842adf3f5bac76ae3dbf5",57,2969,5,100,16,16,16,"musical_instruments"
"09a37f198e0277139a41558113e4ca9b",55,684,1,950,22,9,57,"musical_instruments"
"17a019676883dce326999c11a46a14f0",50,2143,4,150,16,4,14,"musical_instruments"
"58e3dad74a022a8e41571be503143e5b",46,1107,5,2500,44,10,32,"musical_instruments"
"7697c75660a647dda82cac88c20a77b9",49,251,1,733,19,17,18,"musical_instruments"
"d69e906470f99256b16bee14a0268fd1",55,996,3,150,17,17,14,"musical_instruments"
"663d6ef343ce527b3548d6a255f89eb8",59,936,3,450,62,9,23,"musical_instruments"
"1d1fc8a85e598b6b83a558fbd354443d",55,197,1,6575,39,24,34,"musical_instruments"
"124ce940a0950f162eecf1c7f3db5a53",57,433,1,200,16,9,11,"musical_instruments"
"0412ec72192f1d85e92047c0773434ec",58,1202,2,15400,45,20,100,"musical_instruments"
"5183344b5357029cfd88c7f511ed876d",57,1837,6,4125,33,13,16,"musical_instruments"
"72973442f7f31108993a1f26f325f717",53,647,1,5300,30,30,30,"musical_instruments"
"199a837d1162e5158f5ad3f96e35c01d",51,1972,2,575,20,10,13,"musical_instruments"
"26c574b434aeee44ae054dcb540f2ebe",58,1086,2,1350,30,9,15,"musical_instruments"
"d9e4756491e0521cc3d0925d9d2bd0d9",14,422,3,25000,70,75,36,"musical_instruments"
"25179680ecacb54a036e9cdd27459da3",42,442,4,8450,78,19,49,"musical_instruments"
"ede91e87b28599f661c5322ac25b663a",59,347,1,5750,30,15,100,"musical_instruments"
"b906473f6ad88809cd95a1e7e77cd91f",63,1110,10,7050,55,17,45,"musical_instruments"
"77c0fc0c22b0e79a703aa61068b7bc7a",36,1169,5,2500,44,10,32,"musical_instruments"
"4877b4c3caeccd2568f623a099d1d1f4",48,882,3,1750,27,13,25,"musical_instruments"
"fd7d2e006bf144655148da8077bd8d4f",51,291,5,200,16,30,16,"musical_instruments"
"0c6fc9b9317a68d1cda098c063914b72",46,692,3,3100,38,99,14,"musical_instruments"
"2d72cf7f8c3240028550efb165045073",53,1016,4,300,25,4,20,"musical_instruments"
"44e086c4a977f37a888627b43880586c",60,234,1,600,20,20,20,"musical_instruments"
"0cd1e5169a1ba33d42fc9f76345a4504",33,1415,4,700,17,8,12,"musical_instruments"
"daedfe59a6361c55ad715b446161f981",60,884,4,850,42,8,40,"musical_instruments"
"a0baf68f73515bb20254e024f0cae124",63,995,8,10000,50,26,46,"musical_instruments"
"ace41a29560020355b6681108d2c4812",57,566,1,150,17,3,12,"musical_instruments"
"c8e85f0e77fc6b81698e9ea2269988fd",30,1271,4,14100,61,58,24,"musical_instruments"
"672f4e03ae047fc417a8921d6c1ed73e",46,259,1,700,38,4,30,"musical_instruments"
"75cf9878e249e24c03d9db274cba65f4",39,656,1,5300,48,15,40,"musical_instruments"
"3b17f6528c9e2a01b2f75f844a60ddae",59,326,1,5000,40,9,105,"musical_instruments"
"88c676304d4d4f0eaafc6ca88308f83b",60,538,1,3300,20,20,20,"musical_instruments"
"6d7bc0518cc2406af3d486526806d50e",42,184,1,383,35,7,14,"musical_instruments"
"0cdaad368fc9c18b0e7c3328f79f341b",51,504,6,8600,39,15,57,"musical_instruments"
"70d7a4737a91965066483a5b0d26a19e",46,638,1,2423,36,17,22,"musical_instruments"
"3c025396e63ff6925a3b68781e8b3456",50,364,3,100,16,9,11,"musical_instruments"
"c4989935ece6a2e0c0c148ede45f640e",54,1205,3,600,16,16,16,"musical_instruments"
"94fe5d8bb49bb5643b837cfb59ec8d62",60,721,1,300,16,16,11,"musical_instruments"
"fdfb90feb49d2b41b8283a8ec6e95590",59,1123,1,11600,45,20,100,"musical_instruments"
"22c051b01971f34702857840a0e03fab",55,684,1,950,22,9,57,"musical_instruments"
"8b91b9d3fea3a20b5ab4ffa874fdb062",51,846,4,7600,30,30,30,"musical_instruments"
"eb9a3adbcce4a03f2ea0394ec01a58ad",34,188,1,50,16,7,11,"musical_instruments"
"ec19e3e263015b28be410ab8b92e1462",35,316,1,750,16,16,16,"musical_instruments"
"ce169d5f9421a6f21e41a7bf54d0b98e",41,163,1,500,30,20,30,"musical_instruments"
"b5ebab9fa4b5f2771ec47a5d6139f3ff",60,2396,2,3600,36,10,23,"musical_instruments"
"948330c196b6b9a13386fa192380e3df",53,658,1,5150,48,24,26,"musical_instruments"
"db05baa32930ca5fbdb515b0ff8fba0d",36,530,1,8225,40,19,36,"musical_instruments"
"6e5903fa584754f29471f356634b6334",56,78,5,150,16,2,11,"musical_instruments"
"16734715511e4a408f9b534c748032f2",42,1627,1,800,24,7,15,"musical_instruments"
"de984954e2e130136bcf8988bc973d90",40,234,1,1000,56,9,22,"musical_instruments"
"a8cbbc135053b18c499ae6a0b278b50d",36,658,3,60,16,6,16,"musical_instruments"
"fa9adbf599801a9b1f081da9bf514fb1",58,1202,2,15150,45,20,100,"musical_instruments"
"0fd681f9cda34792a6404631648ac5f3",26,821,2,300,30,7,30,"musical_instruments"
"95d0a941f616c390aec42628850b99a9",60,783,9,2500,55,13,35,"musical_instruments"
"cb428376d66b5e216d2ef9f3b27fc172",59,209,2,5000,45,14,105,"musical_instruments"
"e7be84ea9462aac5e2b0b08eb35ba7f1",41,103,1,100,60,16,11,"musical_instruments"
"450dacaafbbed8ba05e3ea722ec893d9",49,188,1,100,17,8,13,"musical_instruments"
"05a9ab81472f6bdcd910cb49b636c5b5",55,2290,5,250,16,9,11,"musical_instruments"
"43ff57afb3419cc422d1daccbbb877b7",60,1203,2,17550,45,20,100,"musical_instruments"
"f0fad8c5dfa2549bff0ca38e82823cf5",59,650,1,767,17,7,12,"musical_instruments"
"fb931f000171a7ce4963df2a8bbfe82a",45,154,1,550,30,10,20,"musical_instruments"
"3663ccbce96bbbea6b1b38558b5356a0",41,405,2,7050,66,17,36,"musical_instruments"
"fc470dc1924bf42ce34d83187505dbe4",57,55,1,150,20,7,15,"musical_instruments"
"03fbf722447bf7fb4a99aff40b8ede7a",59,761,2,7550,37,23,38,"musical_instruments"
"1bfe10e822dedba7190af59828c822d7",60,814,3,9150,50,50,50,"musical_instruments"
"aa8d767a6316127a012fc3d16b84dc7f",50,1051,4,500,40,8,23,"musical_instruments"
"35d6a7880150d5dacc9ad0c9a9cfb233",45,1546,5,725,28,8,23,"musical_instruments"
"5b94462ef9789d7944ba155fed57d178",53,2196,3,250,16,9,11,"musical_instruments"
"1af8902c3a99c03308ce1a8d05dc7d52",61,1106,8,5650,50,15,45,"musical_instruments"
"978d5e0e71961b77d26485b13155f16f",56,1244,7,2550,17,27,17,"musical_instruments"
"4011494d902f1075a502ffe9432186b3",59,557,1,650,20,20,20,"musical_instruments"
"9d6a788ceee3a2c4ef57a459d5a202eb",39,678,2,13600,47,38,35,"musical_instruments"
"ef9f731f8f63f85ea53e94df375baf54",59,1172,2,9250,45,20,100,"musical_instruments"
"72b88dcc0910a3d1db986870c1515029",53,1038,2,250,25,9,20,"musical_instruments"
"4a266296cc64880551c3efad9739fb2e",59,802,2,3750,18,30,27,"musical_instruments"
"9d1b18c0f7c3a2519bac1d098f945278",53,1852,5,1200,28,11,26,"musical_instruments"
"d1833b7b959fa2d25e6d970bda08f59e",52,1112,2,5400,21,39,41,"musical_instruments"
"818430a64bb4e935b35f1f4da32612eb",58,767,8,500,30,15,30,"musical_instruments"
"eae2dd85f947bc3cd623a4443bc91111",63,569,5,800,26,15,22,"musical_instruments"
"164e1fc9dbbb8ec54611e3eaa25ef263",58,952,1,2000,35,10,82,"musical_instruments"
"09661a3f29765eeafd2f05d7ad22310f",59,504,6,6250,99,28,36,"musical_instruments"
"ea45888166c303ff6ffc0abfcb52822f",60,1169,2,18950,16,26,28,"musical_instruments"
"d23a564a7cd43e5169246cc8d2c8c5db",47,150,1,600,16,3,11,"musical_instruments"
"59c6d60f81179f563785a48de25532b9",42,81,2,100,52,4,52,"musical_instruments"
"6d4b221ea1d6cce7090d574cfa6185ef",64,569,5,350,30,3,14,"musical_instruments"
"3d2c44374ee42b3003a470f3e937a2ea",34,372,2,300,16,6,12,"musical_instruments"
"778f8850980a158eafa6e7555c085ea1",47,1177,5,500,24,10,14,"musical_instruments"
"68f3adaef1620e7b0c4c7cd9f78d7ed0",50,1163,2,1203,30,10,16,"musical_instruments"
"24d746a5965b583493871d11f75b1068",30,435,1,1000,40,40,30,"musical_instruments"
"d1023459eada86bf4bb6804656cc4643",56,1706,1,9850,30,15,100,"musical_instruments"
"13b39e2e8f2621e6645afa77a459f3f6",50,1106,1,350,16,5,16,"musical_instruments"
"bfe7e7ae5f1ec626a4a85d98712bbbb9",59,755,2,1450,20,15,90,"musical_instruments"
"bbc74a748306b105fb908c780551457a",41,3340,4,700,16,5,11,"musical_instruments"
"c44f25ecf77c3fdd779c0fcac33aef1f",64,996,10,1400,50,18,45,"musical_instruments"
"a934477935383c309a1c492e6c0e025c",59,347,1,10700,40,40,40,"musical_instruments"
"62c5626fd6b954f27d1766e3f967e549",37,48,1,350,20,8,20,"musical_instruments"
"bc3df33d80a595ba6d8bfe2212182bee",52,569,5,800,23,7,22,"musical_instruments"
"79e42c4fa2bde6e0c828d23c4fb7df35",57,962,4,900,42,8,40,"musical_instruments"
"b7a89537c40b1f5a18b5ba75dbb91cbe",49,1051,1,594,20,15,16,"musical_instruments"
"7b10697c2c3686763958e2c55e8fe2b9",52,648,1,2750,103,12,17,"musical_instruments"
"9163c7e81fd68452472912c4cde810aa",59,153,2,300,16,5,20,"musical_instruments"
"6147f365b989950e8622a89e573d913e",60,1104,1,1150,21,13,21,"musical_instruments"
"6c8dfcd9be1c04a1b4f98bb6c283a6aa",37,284,1,289,37,12,13,"musical_instruments"
"1649163ed6805e0d648900a0b2c0fe4d",60,802,2,3600,18,30,29,"musical_instruments"
"930715d24c2f9780fac2a78636094fd3",55,913,3,700,20,12,14,"musical_instruments"
"6f11a80f755a253700b454b4c6ac1cd5",33,362,2,1150,26,13,22,"musical_instruments"
"7bdb28a55646012fb3348058d629d9bc",55,541,3,2750,103,12,17,"musical_instruments"
"453b0d78c257bdb2b47099a6a1c22040",48,137,1,750,22,9,57,"musical_instruments"
"6b8cf2f4f294dd4b50037f061f230fba",58,620,3,250,16,16,11,"musical_instruments"
"240160e0aa04afdf29718fc68f92a47b",48,822,8,7900,70,15,45,"musical_instruments"
"5a6f7431b52d1c349ddfe94dc43ae35a",32,126,3,8200,90,15,60,"musical_instruments"
"b8c472a596396ccddbade7d6900f8aa1",53,1114,3,707,23,19,16,"musical_instruments"
"45c4df3befb383b0102121f980c20f82",53,964,4,3300,44,10,32,"musical_instruments"
"b50c1fbe8dd681b1e2cfb1a0484abac9",49,966,1,11800,36,23,64,"musical_instruments"
"ec246911ea63f94a11fc8d78c270153f",51,335,1,600,16,24,22,"musical_instruments"
"713995c5e8e2dd40bfbe5a2eccd45356",58,802,2,4900,18,30,29,"musical_instruments"
"75a320dd19d196149ee1514926d97bff",33,394,4,400,16,8,12,"musical_instruments"
"4da918a160c19da9bfdf9945d18006ec",56,1262,2,5600,30,62,45,"musical_instruments"
"562cc818d2fced5e90afc6c220636bff",33,487,3,3250,66,17,36,"musical_instruments"
"ef226f256d9c1986ee2d02ff216b15c3",58,940,5,1500,30,10,25,"musical_instruments"
"66fb81c8c95a92236d7858a4303dc0a4",53,638,3,250,16,6,11,"musical_instruments"
"873c256958122a0b04f65c23f8bc2329",50,1046,1,250,16,11,16,"musical_instruments"
"29a6e18f17f36ac05a93d24c2c0e7146",42,585,1,300,17,5,13,"musical_instruments"
"0fa0bd7ef862a1a28d6cd9701fc97f6c",50,1053,1,400,19,11,19,"musical_instruments"
"70c8514ff2a8f44c4339c9d4e17c21e9",59,348,4,4000,45,20,100,"musical_instruments"
"b25286ea1d4431a1f33b67a706e0f97d",56,94,1,1100,30,20,20,"musical_instruments"
"6e893462529821f68777de295cd56d70",48,291,5,600,16,30,16,"musical_instruments"
"b0c657fb8995510c4729dcb9739226c8",60,743,1,4150,20,20,20,"musical_instruments"
"5919b992cefc81ed9074411c99401add",44,872,2,550,17,7,12,"musical_instruments"
"24860e2899527a4e30b81c693206e916",39,750,5,1350,38,7,29,"musical_instruments"
